ticker,purchases
ACEL,1
ACOG,2
AFCG,2
AGL,1
AI,1
AIRS,1
ALG,1
ALKT,6
ALLE,3
AMR,7
AMRZ,4
AOSL,1
AVBC,1
AVTR,1
BETR,2
BRBR,1
BUSE,1
BWFG,13
CGBD,1
CJMB,1
CMTV,2
COFS,1
CORZ,1
CPRI,1
CSTM,3
CVSA,3
DHIL,8
DSGR,1
DYN,1
EML,3
ENOV,3
ENTX,1
FDBC,1
FFIN,2
FOUR,1
FRAF,1
FRD,1
FRST,2
FSS,1
FSSL,3
GAIA,1
GF,2
GO,4
GRNT,5
IMNM,2
INDV,2
KDOZF,2
KROS,1
LEE,3
LINE,1
LKFN,1
LOGC,2
MERC,1
MLAB,3
MNKD,1
MPB,1
MXF,1
N/A,7
NCDL,1
NSP,3
NXG,2
NXRT,2
OFIX,3
ORGO,2
PATK,1
PKBK,1
PNC,1
RCG,14
ROCK,3
SFM,1
SOLV,1
SONO,3
SPRU,3
SRCE,30
SRE,2
SSII,3
SSP,18
ST,1
TCPC,2
TDUP,1
TGLS,4
TPL,2
TRIN,4
TSLX,1
VBIX,1
VITL,1
VKTX,1
VSNT,2
VTRS,2
WAT,1
XZO,1
none,1
