Stock,Transaction,Politician,Traded
NDAQ,Purchase,April McClain DelaneyHouse / D,2025-09-19
BRO,Purchase,April McClain DelaneyHouse / D,2025-09-18
JLL,Purchase,April McClain DelaneyHouse / D,2025-09-18
STE,Purchase,April McClain DelaneyHouse / D,2025-09-18
STE,Purchase,April McClain DelaneyHouse / D,2025-09-11
INTU,Purchase,John W. HickenlooperSenate / D,2025-09-02
PANW,Purchase,John W. HickenlooperSenate / D,2025-09-02
IBIT,Purchase,Sheri BiggsHouse / R,2025-07-09
